val/loss,_timestamp,train/step_loss,train/loss,Sample Generation,lr,iter,_step,_runtime
,1779545758.474716,0.9588119387626648,,,,2920.0,304,762.6358053
,1779545760.1802382,0.9011346101760864,,,,2930.0,305,764.3447622
,1779545761.8938787,0.9449361562728882,,,,2940.0,306,766.0541359
,1779545763.6024327,0.9684045314788818,,,,2950.0,307,767.7631723
,1779545765.3021498,0.9185724854469299,,,,2960.0,308,769.4661885
,1779545767.0122037,0.9289112091064453,,,,2970.0,309,771.1725133
,1779545768.720177,0.9406112432479858,,,,2980.0,310,772.8811202
,1779545770.4200613,0.9217667579650879,,,,2990.0,311,774.5806428
1.5844045877456665,1779545793.0895364,,0.7812603116035461,,0.0004219625860160354,3000.0,312,797.2545013
,1779545793.2629037,0.9575561881065369,,,,3000.0,313,797.4226391
,1779545794.9015248,0.9264400005340576,,,,3010.0,314,799.062049
,1779545796.5378108,0.9419540166854858,,,,3020.0,315,800.7005945
,1779545798.178129,0.9452230334281921,,,,3030.0,316,802.3388597
,1779545799.817948,0.9320447444915771,,,,3040.0,317,803.9784831
,1779545801.4570556,0.9311254024505615,,,,3050.0,318,805.6167909
,1779545803.1720512,0.9097630977630615,,,,3060.0,319,807.3325579
,1779545804.8880966,0.9208709001541138,,,,3070.0,320,809.0478318
,1779545806.6021583,0.9159204959869385,,,,3080.0,321,810.7626335
,1779545808.3139572,0.916555643081665,,,,3090.0,322,812.4736926
,1779545810.0247235,0.9160998463630676,,,,3100.0,323,814.1849627
,1779545811.740105,0.902502179145813,,,,3110.0,324,815.8998404
,1779545813.451934,0.938268780708313,,,,3120.0,325,817.6120465
,1779545815.1664915,0.8905576467514038,,,,3130.0,326,819.3267672
,1779545816.882847,0.8985532522201538,,,,3140.0,327,821.0474717
,1779545818.6088269,0.9185416102409363,,,,3150.0,328,822.7685624
,1779545820.3278413,0.9089179039001465,,,,3160.0,329,824.4880961
,1779545821.967894,0.8957541584968567,,,,3170.0,330,826.1281336
,1779545823.6068027,0.9110380411148071,,,,3180.0,331,827.7665382
,1779545825.245037,0.9071977138519287,,,,3190.0,332,829.4047724
,1779545827.0461895,0.8891205787658691,,,,3200.0,333,831.2069476
,1779545828.7777843,0.9138555526733398,,,,3210.0,334,832.9380611
,1779545830.5072548,0.8959249258041382,,,,3220.0,335,834.6675349
,1779545832.2335646,0.9003419876098633,,,,3230.0,336,836.3939197
,1779545833.9663427,0.9078124761581421,,,,3240.0,337,838.1266934
1.61515474319458,1779545856.5334024,,0.7360020279884338,,0.00035475231739709885,3250.0,338,860.693829
,1779545856.7030568,0.8930758237838745,,,,3250.0,339,860.8627922
,1779545858.3382075,0.8998867273330688,,,,3260.0,340,862.5018579
,1779545859.9809217,0.8633558750152588,,,,3270.0,341,864.1406573
,1779545861.6193724,0.9052528142929077,,,,3280.0,342,865.7791076
,1779545863.2573786,0.8849467039108276,,,,3290.0,343,867.4183811
,1779545864.896876,0.887576699256897,,,,3300.0,344,869.0571174
,1779545866.5355105,0.8942541480064392,,,,3310.0,345,870.6955922
,1779545868.175055,0.904768705368042,,,,3320.0,346,872.3347904
,1779545869.9158943,0.8854864835739136,,,,3330.0,347,874.0756296
,1779545871.6273575,0.8728475570678711,,,,3340.0,348,875.7870929
,1779545873.3419175,0.8769122362136841,,,,3350.0,349,877.5029615
,1779545875.0569587,0.8644894361495972,,,,3360.0,350,879.2171222
,1779545876.76768,0.8513802289962769,,,,3370.0,351,880.9279663
,1779545878.4808671,0.8795515298843384,,,,3380.0,352,882.6412952
,1779545880.194247,0.8655657768249512,,,,3390.0,353,884.3544882
,1779545881.9060304,0.8630508780479431,,,,3400.0,354,886.0657658
,1779545883.6165566,0.8820878267288208,,,,3410.0,355,887.7772938
,1779545885.3277225,0.8894606232643127,,,,3420.0,356,889.48792
,1779545887.037266,0.9100518226623535,,,,3430.0,357,891.1970013
,1779545888.7489188,0.8617151975631714,,,,3440.0,358,892.9096542
,1779545890.4568253,0.8717148303985596,,,,3450.0,359,894.6175787
,1779545892.166071,0.8604975342750549,,,,3460.0,360,896.3263408
,1779545893.8766477,0.8555265665054321,,,,3470.0,361,898.0368883
,1779545895.584917,0.8616563677787781,,,,3480.0,362,899.7460357
,1779545897.294532,0.886495053768158,,,,3490.0,363,901.4546016
1.6559299230575562,1779545919.915797,,0.6912176609039307,,0.0002925475029450237,3500.0,364,924.0760986
,1779545920.0853605,0.8836735486984253,,,,3500.0,365,924.2456012
,1779545921.7241554,0.9036951065063477,,,,3510.0,366,925.8843959
,1779545923.3620121,0.8677531480789185,,,,3520.0,367,927.5232712
,1779545925.0018167,0.8546129465103149,,,,3530.0,368,929.1620778
,1779545926.6408803,0.876589298248291,,,,3540.0,369,930.8011202
,1779545928.2794836,0.8561103343963623,,,,3550.0,370,932.4396407
,1779545929.9188435,0.8776284456253052,,,,3560.0,371,934.0785788
,1779545931.5572038,0.8652892708778381,,,,3570.0,372,935.7175789
,1779545933.1974185,0.8572163581848145,,,,3580.0,373,937.3581473
,1779545934.8371193,0.8474752902984619,,,,3590.0,374,938.9972178
,1779545936.4760919,0.8474324941635132,,,,3600.0,375,940.6358272
,1779545938.1139655,0.8407829999923706,,,,3610.0,376,942.2737009
,1779545939.8124127,0.8589160442352295,,,,3620.0,377,943.972148
,1779545941.4984107,0.8642755746841431,,,,3630.0,378,945.6581461
,1779545943.1375105,0.8464838862419128,,,,3640.0,379,947.2972461
,1779545944.7757475,0.8568508625030518,,,,3650.0,380,948.9354831
,1779545946.413293,0.8618577718734741,,,,3660.0,381,950.5740753
,1779545948.0535169,0.8490989804267883,,,,3670.0,382,952.2132522
,1779545949.801338,0.8520668745040894,,,,3680.0,383,953.9618467
,1779545951.449294,0.8709620833396912,,,,3690.0,384,955.6099856
,1779545953.09711,0.85322105884552,,,,3700.0,385,957.2573638
,1779545954.74477,0.8763591647148132,,,,3710.0,386,958.9050107
,1779545956.393291,0.8423691987991333,,,,3720.0,387,960.5530264
,1779545958.0400684,0.8432163000106812,,,,3730.0,388,962.2024602
,1779545959.6921117,0.8565390110015869,,,,3740.0,389,963.851847
1.6732966899871826,1779545982.3664591,,0.6587380766868591,,0.00023694285222843113,3750.0,390,986.5280894
,1779545982.537087,0.8434392213821411,,,,3750.0,391,986.6973366
,1779545984.1763618,0.8347309827804565,,,,3760.0,392,988.3367621
